id,metin,etiket,kategori,metin_temiz
6488,Makine hesabınıza olağandışı giriş tespit edildi.,spam,fabrika,mak hesap olağandış giriş tespit edil
6489,Üretim planınız askıya alınmıştır.,spam,fabrika,üret pla askı al
6490,Hat güvenlik doğrulama işlemini tamamlayın.,spam,fabrika,hat güvenlik doğrula işlem tamamlay
6491,Makine erişim süreniz dolmaktadır.,spam,fabrika,mak eriş süre dolmak
6492,Üretim bildiriminizi görüntülemek için tıklayın.,spam,fabrika,üret bildirim görüntülemek tıklay
6493,Bakım hesabınızı yeniden aktif edin.,spam,fabrika,bak hesap yeni aktif edi
6494,Üretim hattı bilgilerinizi doğrulayın.,spam,fabrika,üret hat bilgi doğrulay
6495,Makine planınızı güncellemeniz gerekiyor.,spam,fabrika,mak plan güncelleme gerekiyor
6496,Hat erişiminiz güvenlik nedeniyle kapatıldı.,spam,fabrika,hat eriş güvenlik neden kapatıl
6497,Üretim hesabınızı doğrulamazsanız sistem kapanacaktır.,spam,fabrika,üret hesap doğrulamaz siste kapanacak
6499,Makine kontrol planınızı yeniden doğrulayın.,spam,fabrika,mak kontrol plan yeni doğrulay
6500,Üretim erişiminiz geçici olarak sınırlandırıldı.,spam,fabrika,üret eriş geçiç sınırlandırıl
6501,Hat bildiriminiz tarafınıza ulaştı.,spam,fabrika,hat bildir taraf ulaş
6502,Makine hesabınızı korumak için giriş yapın.,spam,fabrika,mak hesap korumak giriş yap
6504,Bakım erişim güvenliği için işlem yapın.,spam,fabrika,bak eriş güvenlik işle yap
6505,Makine doğrulama süreci eksik görünüyor.,spam,fabrika,mak doğrula süreç eksik görünüyor
6506,Üretim hattı hesabınızı yeniden etkinleştirin.,spam,fabrika,üret hat hesap yeni etkinleştir
6507,Hat erişimi için bilgilerinizi girin.,spam,fabrika,hat eriş bilgi gir
6508,Makine sisteminiz risk altında görünüyor.,spam,fabrika,mak siste risk alt görünüyor
6509,Üretim erişim planınızı doğrulayın.,spam,fabrika,üret eriş plan doğrulay
6510,Bakım verilerinizi hemen güncelleyin.,spam,fabrika,bak veri heme güncelley
6511,Makine hesabınızı yeniden senkronize edin.,spam,fabrika,mak hesap yeni senkro edi
6512,Üretim bildirimi için bağlantıya tıklayın.,spam,fabrika,üret bildir bağlantı tıklay
6513,Hat planınız kısa süre içinde iptal edilecektir.,spam,fabrika,hat pla kıs sür iç iptal edilecek
6514,Makine güvenlik doğrulaması gereklidir.,spam,fabrika,mak güvenlik doğrulamas gerekli
6515,Üretim hesabınıza yeniden giriş yapın.,spam,fabrika,üret hesap yeni giriş yap
6516,Bakım planınızı tamamlamak için işlem yapın.,spam,fabrika,bak plan tamamlamak işle yap
6517,Hat erişiminiz güvenlik nedeniyle durduruldu.,spam,fabrika,hat eriş güvenlik neden durdurul
6519,Üretim sistemi erişiminizi yeniden etkinleştirin.,spam,fabrika,üret siste erişim yeni etkinleştir
6520,"Merhaba, bugün yapılan toplantıda konuşulan görev dağılımı dokümanı ekip üyeleriyle paylaşılmıştır.",normal,iş,merhap bugu yapıla toplantı konuşula görev dağıl doküma ekip üye paylaşıl
6521,Yarın gerçekleştirilecek müşteri sunumu için gerekli dosyaların güncel sürümlerini sisteme yüklemeniz gerekmektedir.,normal,iş,yar gerçekleştirilecek müşter sun gerekli dosya güncel sürüm siste yükleme gerekmek
6522,İnsan kaynakları departmanı tarafından gönderilen yıllık izin formunun hafta sonuna kadar doldurulması rica olunur.,normal,iş,i nsan kaynak departma gönderile yıllık iz formu haf son doldurulmas rica olunur
6523,Teknik ekip tarafından bildirilen hata kayıtları incelenmiş olup çözüm süreci başlatılmıştır.,normal,iş,teknik ekip bildirile ha kayıt incele olup çöz süreç başlatıl
6524,Geçtiğimiz hafta teslim ettiğiniz rapor yönetim ekibi tarafından değerlendirmeye alınmıştır.,normal,iş,geçtik haf tesl ettik rapor yönet ekip değerlendirme al
6525,Toplantı saati değiştirildiği için takvim daveti yeniden gönderilmiştir.,normal,iş,topla saati değiştirildik takv davet yeni gönderil
6526,Bugünkü görüşmede konuşulan proje detayları doküman haline getirilerek tarafınıza iletilmiştir.,normal,iş,bugünkü görüşme konuşula proje detay doküma hal getirilerek taraf iletil
6527,Müşteri tarafından talep edilen güncellemelerin bu hafta içerisinde tamamlanması planlanmaktadır.,normal,iş,müşter talep edile güncelleme haf içeri tamamlanmas planlanmak
6528,Uzaktan çalışma sisteminde yaşanan bağlantı sorunu teknik destek ekibine aktarılmıştır.,normal,iş,uzak çalışma sistem yaşana bağla sor teknik destek ekip aktarıl
6529,Departman yöneticileriyle yapılacak değerlendirme toplantısı cuma günü gerçekleştirilecektir.,normal,iş,departma yönetici yapılacak değerlendirme toplantıs ç g gerçekleştirilecek
6530,Final sınavının sınıf bilgileri öğrenci bilgi sistemi üzerinden duyurulmuştur.,normal,eğitim,final sınav sınıf bilgi öğrenci bilgi siste üzer duyurul
6531,Ders kapsamında hazırlanması gereken proje raporunun teslim tarihi güncellenmiştir.,normal,eğitim,ders kapsam hazırlanmas gereke proje rapor tesl tarih güncelle
6532,Kütüphaneden ödünç alınan kitabın teslim süresi dolmak üzere olduğu için hatırlatma yapılmaktadır.,normal,eğitim,kütüphane ödünç alına kitap tesl süres dolmak hatırlatma yapılmak
6533,Yapay zeka topluluğu tarafından düzenlenen seminere katılım kayıtları başlamıştır.,normal,eğitim,yapay zeka topluluk düzenlene seminer katıl kayıt başlamış
6534,Ödev dosyalarının yalnızca PDF formatında sisteme yüklenmesi gerekmektedir.,normal,eğitim,ödev dosya yalnız pdf format siste yüklenmes gerekmek
6535,Laboratuvar dersinin bu hafta çevrim içi olarak gerçekleştirileceği açıklanmıştır.,normal,eğitim,laboratuvar dersi haf çevr iç gerçekleştirilecek açıkla
6536,Staj başvurusu yapan öğrencilerin eksik belgelerini öğrenci işlerine teslim etmeleri gerekmektedir.,normal,eğitim,staj başvurus yapa öğrenci eksik belge öğrenci iş tesl etme gerekmek
6537,Bütünleme sınavı tarihleri fakültenin resmi internet sitesinde paylaşılmıştır.,normal,eğitim,bütünle sınav tarih fakülte resmi internet site paylaşıl
6538,Danışman hocanızla yapacağınız görüşmenin saati sistem üzerinden güncellenmiştir.,normal,eğitim,danışma hoca yapacak görüşme saati siste üzer güncelle
6539,Yaz okulu kayıt işlemleri için gerekli duyurular OBS sistemi üzerinden yayımlanmıştır.,normal,eğitim,yaz okul kayıt işlem gerekli duyuru obs siste üzer yayımla
6540,Vermiş olduğunuz sipariş hazırlanmış olup kargo süreci başlatılmıştır.,normal,sipariş,ver olduk sipariş hazırla olup kargo süreç başlatıl
6541,İade talebiniz incelenmiş ve ürün tarafımıza ulaştığında ücret iade işlemi başlatılacaktır.,normal,sipariş,i ade talep incele ür taraf ulaştık ücret ia işle başlatılacak
6542,Sepetinizde bulunan ürünlerden bazıları yeniden stoklara eklenmiştir.,normal,sipariş,sepet buluna ürün bazı yeni stok ekle
6543,Satın aldığınız ürün için elektronik garanti belgesi oluşturulmuştur.,normal,sipariş,sat aldık ür elektronik garanti belges oluşturul
6544,Kargonuz dağıtım merkezine ulaşmış olup yarın teslim edilmesi planlanmaktadır.,normal,sipariş,kargo dağıt merkez ulaş olup yar tesl edilmes planlanmak
6545,Adres bilgileriniz eksik olduğu için teslimat işlemi gerçekleştirilememiştir.,normal,sipariş,adres bilgi eksik teslimat işle gerçekleştirilememiş
6546,Ürün değişim talebiniz onaylanmış ve yeni ürün hazırlık aşamasına alınmıştır.,normal,sipariş,ür değiş talep onayla ye ür hazırlık aşama al
6547,Ödeme işleminiz başarıyla tamamlanmış olup faturanız e-posta adresinize gönderilmiştir.,normal,sipariş,öde işle başar tamamla olup fatura e pos adres gönderil
6548,Siparişinize ait takip numarası oluşturulmuş ve hesabınıza tanımlanmıştır.,normal,sipariş,sipariş ait takip numaras oluşturul hesap tanımla
6549,Müşteri hizmetleri ekibimiz talebinizle ilgili inceleme başlatmıştır.,normal,sipariş,müşter hizmet ekip talep ilgil incele başlat
6550,Kredi kartı ekstreniz oluşturulmuş olup detaylara mobil uygulama üzerinden ulaşabilirsiniz.,normal,banka,kredi kar ekstre oluşturul olup detay mobil uygula üzer ulaşabilir
6551,Vadeli hesap faiz oranlarında yapılan değişiklikler sistem üzerinde güncellenmiştir.,normal,banka,vadel hesap faiz oran yapıla değişiklik siste üzer güncelle
6552,Otomatik ödeme talimatınız başarıyla gerçekleştirilmiştir.,normal,banka,otomatik öde talimat başar gerçekleştiril
6553,Yeni yatırım hesabınız aktif edilmiş olup işlemlere başlayabilirsiniz.,normal,banka,ye yatır hesap aktif edil olup işlem başlayabilir
6554,Bireysel emeklilik ödeme planınız güncellenmiştir.,normal,banka,bireysel emeklilik öde pla güncelle
6555,Hesabınıza ait aylık hesap özeti tarafınıza elektronik posta yoluyla gönderilmiştir.,normal,banka,hesap ait aylık hesap özet taraf elektronik pos yol gönderil
6556,Mobil bankacılık uygulamasında planlı bakım çalışması gerçekleştirilecektir.,normal,banka,mobil bankacılık uygulama planlı bak çalışmas gerçekleştirilecek
6557,Döviz kuru bilgilendirme raporu müşteri paneline yüklenmiştir.,normal,banka,döviz kur bilgilendirme rapor müşter panel yükle
6558,Başvuruda bulunduğunuz kredi talebi değerlendirme sürecine alınmıştır.,normal,banka,başvuru bulunduk kredi talep değerlendirme süreç al
6559,Kart yenileme işleminiz tamamlanmış olup yeni kartınız kargoya verilmiştir.,normal,banka,kart yenile işle tamamla olup ye kar kargo veril
6560,Randevu talebiniz onaylanmış olup muayene saatiniz yarın saat 14.00 olarak planlanmıştır.,normal,sağlık,randevu talep onayla olup muaye saat yar saat planla
6561,Tahlil sonuçlarınız sisteme yüklenmiş olup doktor paneli üzerinden görüntülenebilmektedir.,normal,sağlık,tahlil sonuç siste yükle olup doktor panel üzer görüntülenebilmek
6562,Kontrol muayeneniz için belirlenen tarih yaklaşmaktadır ve katılım durumunuzu onaylamanız gerekmektedir.,normal,sağlık,kontrol muayene belirlene tarih yaklaşmak katıl durum onaylama gerekmek
6563,Poliklinik yoğunluğu nedeniyle randevu saatinizde kısa süreli gecikmeler yaşanabilmektedir.,normal,sağlık,poliklinik yoğunluk neden randevu saat kıs sürel gecikme yaşanabilmek
6564,Sağlık sigortanız kapsamında gerçekleştirilen işlemlerin dökümü hesabınıza tanımlanmıştır.,normal,sağlık,sağlık sigor kapsam gerçekleştirile işle dök hesap tanımla
6565,Bugünkü fizik tedavi seansınız başarıyla tamamlanmış olup bir sonraki seans tarihi planlanmıştır.,normal,sağlık,bugünkü fizik tedav sean başar tamamla olup sonraki seans tarih planla
6566,Doktorunuz tarafından yazılan reçete elektronik sistem üzerinden eczanelere iletilmiştir.,normal,sağlık,doktor yazıla reçe elektronik siste üzer eczane iletil
6567,Hastane otoparkında yapılacak bakım çalışmaları nedeniyle bazı alanlar geçici olarak kullanıma kapatılmıştır.,normal,sağlık,hastane otopark yapılacak bak çalışma neden baz alan geçiç kullan kapatıl
6568,Kan tahlili sonuçlarını değerlendirmek üzere doktorunuzla yeniden görüşme planlanmıştır.,normal,sağlık,kan tahlil sonuç değerlendirmek doktor yeni görüşme planla
6569,Laboratuvar biriminde yaşanan yoğunluk nedeniyle sonuç açıklama süresi uzayabilmektedir.,normal,sağlık,laboratuvar birim yaşana yoğunluk neden sonuç açıkla süres uzayabilmek
6570,Aşı randevunuz oluşturulmuş olup belirtilen saatte hastanede bulunmanız gerekmektedir.,normal,sağlık,aş randev oluşturul olup belirtile saatte hastane bulunma gerekmek
6571,Sağlık dosyanızdaki iletişim bilgilerinin güncellenmesi gerektiği tespit edilmiştir.,normal,sağlık,sağlık dosya iletiş bilgi güncellenmes gerektik tespit edil
6572,Diyetisyen görüşmesi için ayrılan kontenjanlar yeniden hasta erişimine açılmıştır.,normal,sağlık,diyetisye görüşmes ayrıla kontenjan yeni has erişim açıl
6573,MR görüntüleme işleminiz başarıyla tamamlanmış olup rapor hazırlık süreci başlamıştır.,normal,sağlık,mr görüntüle işle başar tamamla olup rapor hazırlık süreç başlamış
6574,Tedavi planınız kapsamında yeni ilaç kullanım bilgileri doktorunuz tarafından sisteme eklenmiştir.,normal,sağlık,tedav pla kapsam ye ilaç kulla bilgi doktor siste ekle
6575,Hasta danışma birimine ilettiğiniz talep değerlendirme sürecine alınmıştır.,normal,sağlık,has danışma birim ilettik talep değerlendirme süreç al
6576,Yatarak tedavi işlemleriniz için gerekli evrakların tamamlanması gerekmektedir.,normal,sağlık,yatarak tedav işle gerekli evrak tamamlanmas gerekmek
6577,Ameliyat öncesi bilgilendirme formunun hasta paneli üzerinden onaylanması beklenmektedir.,normal,sağlık,ameliyat önces bilgilendirme formu has panel üzer onaylanmas beklenmek
6578,Muayene ücretine ait ödeme dekontu tarafınıza elektronik posta yoluyla gönderilmiştir.,normal,sağlık,muaye ücret ait öde deko taraf elektronik pos yol gönderil
6579,Check-up sonuç raporunuz tamamlanmış olup dijital arşive eklenmiştir.,normal,sağlık,check up sonuç rapor tamamla olup dijital arşiv ekle
6580,Uzman doktor görüşme saatiniz değiştirildiği için yeni randevu bilgileri paylaşılmıştır.,normal,sağlık,uzma doktor görüşme saat değiştirildik ye randevu bilgi paylaşıl
6581,Sağlık taraması sonuçlarınız değerlendirme aşamasına alınmıştır.,normal,sağlık,sağlık taramas sonuç değerlendirme aşama al
6582,Hastane giriş kartınız aktif hale getirilmiş olup danışmadan teslim alabilirsiniz.,normal,sağlık,hastane giriş kar aktif hale getiril olup danışma tesl alabilir
6583,Evde bakım hizmeti talebiniz ilgili birime yönlendirilmiştir.,normal,sağlık,ev bak hizmet talep ilgil bir yönlendiril
6584,Fizyoterapi programınız için yeni egzersiz planı oluşturulmuştur.,normal,sağlık,fizyoterap progra ye egzersiz pla oluşturul
6585,İlaç kullanım süreciniz hakkında bilgilendirme dokümanı hesabınıza yüklenmiştir.,normal,sağlık,i laç kulla süreç hakk bilgilendirme doküma hesap yükle
6586,Yoğun bakım ziyaret saatlerinde değişiklik yapılmıştır.,normal,sağlık,yok bak ziyaret saat değişiklik yapıl
6587,Hasta memnuniyet anketine katılımınız için teşekkür ederiz.,normal,sağlık,has memnuniyet anket katıl teşekkür eder
6588,Psikolojik danışmanlık görüşmeniz çevrim içi olarak planlanmıştır.,normal,sağlık,psikolojik danışmanlık görüşme çevr iç planla
6589,Acil servis yoğunluğu nedeniyle bekleme süreleri normalden uzun olabilmektedir.,normal,sağlık,acil servis yoğunluk neden bekle süre normalde uz olabilmek
6590,Kan bağışı başvurunuz başarıyla kayıt altına alınmıştır.,normal,sağlık,kan bağış başvur başar kayıt alt al
6591,Kulak burun boğaz polikliniğinde görevli doktor değişikliği yapılmıştır.,normal,sağlık,kulak bur boğaz poliklinik görevli doktor değişiklik yapıl
6592,Radyoloji raporunuz doktor değerlendirmesine gönderilmiştir.,normal,sağlık,radyoloji rapor doktor değerlendirme gönderil
6593,Hastane mobil uygulamasında planlı güncelleme çalışması yapılacaktır.,normal,sağlık,hastane mobil uygulama planlı güncelle çalışmas yapılacak
6594,Randevu iptal işleminiz başarıyla tamamlanmıştır.,normal,sağlık,randevu iptal işle başar tamamla
6595,Sağlık kuruluna ait belge teslim süreci başlatılmıştır.,normal,sağlık,sağlık kurul ait belge tesl süreç başlatıl
6596,Hasta dosyanız arşiv sistemine başarıyla aktarılmıştır.,normal,sağlık,has dosya arşiv sistem başar aktarıl
6597,E-nabız sistemindeki kayıtlarınız güncellenmiştir.,normal,sağlık,e nap sistem kayıt güncelle
6598,Uzaktan sağlık danışmanlığı hizmetiniz aktif hale getirilmiştir.,normal,sağlık,uzak sağlık danışmanlık hizmet aktif hale getiril
6599,Kontrol sonuçlarınız doktorunuz tarafından onaylanmıştır.,normal,sağlık,kontrol sonuç doktor onayla
6600,Rezervasyonunuz başarıyla oluşturulmuş olup giriş bilgileriniz tarafınıza gönderilmiştir.,normal,seyahat,rezervasyo başar oluşturul olup giriş bilgi taraf gönderil
6601,Otel giriş işlemlerinizin hızlı tamamlanabilmesi için kimlik belgenizi yanınızda bulundurmanız gerekmektedir.,normal,seyahat,otel giriş işlem hızlı tamamlanabilmes kimlik belge yan bulundurma gerekmek
6602,Uçuş saatinizde yapılan değişiklik nedeniyle yeni bilet bilgileriniz hesabınıza tanımlanmıştır.,normal,seyahat,uçuş saat yapıla değişiklik neden ye bilet bilgi hesap tanımla
6603,Araç kiralama talebiniz onaylanmış olup teslim noktası bilgileri paylaşılmıştır.,normal,seyahat,araç kirala talep onayla olup tesl noktas bilgi paylaşıl
6604,Konaklama süreniz boyunca kahvaltı hizmeti rezervasyon ücretine dahildir.,normal,seyahat,konakla süre boy kahval hizmet rezervasyo ücret dahil
6605,Tur programında yaşanan değişiklikler nedeniyle yeni rota planı müşterilerle paylaşılmıştır.,normal,seyahat,tur program yaşana değişiklik neden ye ro pla müşter paylaşıl
