id;metin;etiket;kategori
2095;Sadakat hesabınızı kurtarın.;spam;puan
2096;Puan fırsatına katılın.;spam;puan
2097;Puanlarınızı doğrulayın.;spam;puan
2098;Puan süresi doluyor.;spam;puan
2099;Şimdi kullanın.;spam;puan
2100;Sadakat kampanyasına katılın.;spam;puan
2101;Yeni duyuru yayımlandı.;normal;duyuru
2102;Bilgilendirme metni eklendi.;normal;duyuru
2103;Kamu bildirimi gönderildi.;normal;duyuru
2104;Duyuru güncellendi.;normal;duyuru
2105;Bilgilendirme mesajı iletildi.;normal;duyuru
2106;Yeni karar açıklandı.;normal;duyuru
2107;Duyuru kaydı oluşturuldu.;normal;duyuru
2108;Bilgi notu eklendi.;normal;duyuru
2109;Kamu bildirimi güncellendi.;normal;duyuru
2110;Duyuru sistemi aktif.;normal;duyuru
2111;Yeni bildirim alındı.;normal;duyuru
2112;Bilgilendirme süreci başladı.;normal;duyuru
2113;Duyuru metni yayımlandı.;normal;duyuru
2114;Kamu açıklaması yapıldı.;normal;duyuru
2115;Bilgi güncellemesi tamamlandı.;normal;duyuru
2116;Kamu bildirimi doğrulandı.;normal;duyuru
2117;Bilgi paylaşımı yapıldı.;normal;duyuru
2118;Duyuru süreci tamamlandı.;normal;duyuru
2119;Kamu bilgilendirmesi iletildi.;normal;duyuru
2120;Yeni açıklama yayımlandı.;normal;duyuru
2121;Bilgilendirme mesajı hazır.;normal;duyuru
2122;Duyuru bildirimi gönderildi.;normal;duyuru
2123;Kamu duyurusu açıklandı.;normal;duyuru
2124;Bilgi metni güncellendi.;normal;duyuru
2125;Yeni karar bildirildi.;normal;duyuru
2126;Duyuru erişime açıldı.;normal;duyuru
2127;Kamu mesajı iletildi.;normal;duyuru
2128;Bilgilendirme tamamlandı.;normal;duyuru
2129;Duyuru kaydı güncellendi.;normal;duyuru
2130;Yeni açıklama eklendi.;normal;duyuru
2131;Bilgi bildirimi gönderildi.;normal;duyuru
2132;Kamu açıklaması yayımlandı.;normal;duyuru
2133;Duyuru süreci başlatıldı.;normal;duyuru
2134;Bilgilendirme notu paylaşıldı.;normal;duyuru
2135;Yeni duyuru hazır.;normal;duyuru
2136;Kamu bildirimi tamamlandı.;normal;duyuru
2137;Bilgi güncellemesi yapıldı.;normal;duyuru
2138;Duyuru metni doğrulandı.;normal;duyuru
2139;Kamu mesajı yayımlandı.;normal;duyuru
2140;Resmi duyurunuzu görmek için tıklayın.;spam;duyuru
2141;Kamu bildiriminizi doğrulayın.;spam;duyuru
2142;Duyuruya erişmek için bilgilerinizi girin.;spam;duyuru
2143;Acil kamu bildirimi var.;spam;duyuru
2144;Resmi açıklama için tıklayın.;spam;duyuru
2145;Kamu mesajınızı görüntüleyin.;spam;duyuru
2146;Duyuru fırsatını kaçırmayın.;spam;duyuru
2147;Kamu bildirimi için giriş yapın.;spam;duyuru
2148;Resmi mesajınızı alın.;spam;duyuru
2149;Duyuru erişiminiz kapatılacak.;spam;duyuru
2150;Kamu açıklaması için tıklayın.;spam;duyuru
2151;Giriş yaparak devam edin.;spam;duyuru
2152;Bilgiye erişmek için doğrulayın.;spam;duyuru
2153;Resmi bildirim var.;spam;duyuru
2154;Acil giriş yapın.;spam;duyuru
2155;Duyuru hesabınızı doğrulayın.;spam;duyuru
2156;Hemen tıklayın.;spam;duyuru
2157;Bilgi almak için giriş yapın.;spam;duyuru
2158;Kamu bildirimi risk altında.;spam;duyuru
2159;Resmi mesajınızı kaçırmayın.;spam;duyuru
2160;Duyuru süresi doluyor.;spam;duyuru
2161;Giriş yaparak görüntüleyin.;spam;duyuru
2162;Kamu bildirimi bekliyor.;spam;duyuru
2163;Hemen erişim sağlayın.;spam;duyuru
2164;Acil mesajınız var.;spam;duyuru
2165;Duyuru için tıklayın.;spam;duyuru
2166;Kamu mesajınızı alın.;spam;duyuru
2167;Bilgiye erişmek için giriş yapın.;spam;duyuru
2168;Rezervasyonunuz onaylandı.;normal;otel
2169;Otel giriş tarihiniz yaklaşıyor.;normal;otel
2170;Oda tercihiniz kaydedildi.;normal;otel
2171;Konaklama süreniz güncellendi.;normal;otel
2172;Otel hizmetlerimiz hakkında bilgi eklendi.;normal;otel
2173;Giriş işleminiz kaydedildi.;normal;otel
2174;Rezervasyon değişikliği onaylandı.;normal;otel
2175;Konaklama planınız hazır.;normal;otel
2176;Otel bildirimi gönderildi.;normal;otel
2177;Oda hazırlık süreci tamamlandı.;normal;otel
2178;Giriş saatiniz güncellendi.;normal;otel
2179;Rezervasyon iptal edildi.;normal;otel
2180;Konaklama detayları eklendi.;normal;otel
2181;Otel kaydınız oluşturuldu.;normal;otel
2182;Rezervasyon süreci tamamlandı.;normal;otel
2183;Oda numaranız belirlendi.;normal;otel
2184;Konaklama bilgileri doğrulandı.;normal;otel
2185;Rezervasyon yenilendi.;normal;otel
2186;Otel hizmetleri aktif edildi.;normal;otel
2187;Rezervasyon kaydı güncellendi.;normal;otel
2188;Otel bildirimi iletildi.;normal;otel
2189;Konaklama süresi uzatıldı.;normal;otel
2190;Rezervasyonunuz doğrulandı.;normal;otel
2191;Oda hizmeti talebiniz alındı.;normal;otel
2192;Otel süreci başlatıldı.;normal;otel
2193;Rezervasyon detayları güncellendi.;normal;otel
2194;Konaklama süreci devam ediyor.;normal;otel
2195;Otel hesabınız aktif.;normal;otel
2196;Rezervasyon süresi güncellendi.;normal;otel
2197;Konaklama planı değiştirildi.;normal;otel
2198;Oda hazırlığı tamamlandı.;normal;otel
2199;Rezervasyon işlemi kaydedildi.;normal;otel
2200;Otel bilgileri güncellendi.;normal;otel
2201;Konaklama bildirimi gönderildi.;normal;otel
2202;Rezervasyonunuzu doğrulamak için tıklayın.;spam;otel
2203;Bedava konaklama kazandınız.;spam;otel
2204;Hemen ödeme yaparak rezervasyon alın.;spam;otel
2205;Otel fırsatını kaçırmayın.;spam;otel
2206;Rezervasyonunuz askıya alındı.;spam;otel
2207;Konaklama fırsatı başladı.;spam;otel
2208;Otel kampanyasına katılın.;spam;otel
2209;Konaklama avantajlarından yararlanın.;spam;otel
2210;Rezervasyon iptal edilecek.;spam;otel
2211;Otel hesabınızı doğrulayın.;spam;otel
2212;Konaklama fırsatını kaçırmayın.;spam;otel
2213;Rezervasyon bilgilerinizi girin.;spam;otel
2214;Otel fırsatı sizi bekliyor.;spam;otel
2215;Rezervasyonunuzu kurtarın.;spam;otel
2216;Konaklama işlemi için tıklayın.;spam;otel
2217;Otel kampanyası başladı.;spam;otel
2218;Rezervasyon fırsatı kaçıyor.;spam;otel
2219;Konaklama süresi doluyor.;spam;otel
2220;Otel avantajlarından yararlanın.;spam;otel
2221;Rezervasyonunuzu güncelleyin.;spam;otel
2222;Konaklama hesabınızı doğrulayın.;spam;otel
2223;Konaklama bildirimi için tıklayın.;spam;otel
2224;Otel hesabınızı kurtarın.;spam;otel
2225;Acil doğrulama yapın.;spam;otel
2226;Etkinlik kaydınız tamamlandı.;normal;etkinlik
2227;Etkinlik saati güncellendi.;normal;etkinlik
2228;Bilet detaylarınız gönderildi.;normal;etkinlik
2229;Katılımınız onaylandı.;normal;etkinlik
2230;Etkinlik bildirimi gönderildi.;normal;etkinlik
2231;Bilet numaranız oluşturuldu.;normal;etkinlik
2232;Katılım kaydınız alındı.;normal;etkinlik
2233;Etkinlik planı güncellendi.;normal;etkinlik
2234;Biletiniz aktif.;normal;etkinlik
2235;Etkinlik giriş belgeniz hazır.;normal;etkinlik
2236;Katılım bilgileri eklendi.;normal;etkinlik
2237;Bilet işlemi tamamlandı.;normal;etkinlik
2238;Etkinlik detayları güncellendi.;normal;etkinlik
2239;Katılım bildirimi gönderildi.;normal;etkinlik
2240;Bilet doğrulandı.;normal;etkinlik
2241;Etkinlik süreci başlatıldı.;normal;etkinlik
2242;Rezervasyonunuz güncellendi.;normal;etkinlik
2243;Bilet kaydınız oluşturuldu.;normal;etkinlik
2244;Etkinlik iptal edilmedi.;normal;etkinlik
2245;Katılım planınız hazır.;normal;etkinlik
2246;Bilet bilgileri güncellendi.;normal;etkinlik
2247;Etkinlik süresi uzatıldı.;normal;etkinlik
2248;Katılımınız doğrulandı.;normal;etkinlik
2249;Bilet bildirimi iletildi.;normal;etkinlik
2250;Etkinlik kaydı güncellendi.;normal;etkinlik
2251;Katılım işlemi tamamlandı.;normal;etkinlik
2252;Biletiniz teslim edildi.;normal;etkinlik
2253;Etkinlik bildirimi eklendi.;normal;etkinlik
2254;Katılım süreci devam ediyor.;normal;etkinlik
2255;Bilet planınız güncellendi.;normal;etkinlik
2256;Etkinlik erişimi açıldı.;normal;etkinlik
2257;Katılım kaydı doğrulandı.;normal;etkinlik
2258;Bilet işlemi onaylandı.;normal;etkinlik
2259;Etkinlik bilgileri eklendi.;normal;etkinlik
2260;Katılım bildirimi güncellendi.;normal;etkinlik
2261;Biletiniz hazır.;normal;etkinlik
2262;Biletinizi almak için hemen tıklayın.;spam;etkinlik
2263;Ücretsiz etkinlik bileti kazandınız.;spam;etkinlik
2264;Etkinlik fırsatını kaçırmayın.;spam;etkinlik
2265;Rezervasyonunuzu doğrulayın.;spam;etkinlik
2266;Biletiniz askıya alındı.;spam;etkinlik
2267;Etkinlik kampanyası başladı.;spam;etkinlik
2268;Bilet fırsatı sona eriyor.;spam;etkinlik
2269;Etkinlik avantajlarından yararlanın.;spam;etkinlik
2270;Bilet hesabınızı doğrulayın.;spam;etkinlik
2271;Bilet fırsatı sizi bekliyor.;spam;etkinlik
2272;Etkinlik kaydınızı kurtarın.;spam;etkinlik
2273;Bilet almak için tıklayın.;spam;etkinlik
2274;Bilet fırsatı kaçıyor.;spam;etkinlik
2275;Etkinlik süresi doluyor.;spam;etkinlik
2276;Bilet avantajlarından yararlanın.;spam;etkinlik
2277;Etkinlik hesabınızı doğrulayın.;spam;etkinlik
2278;Bilet fırsatını kaçırmayın.;spam;etkinlik
2279;Etkinlik bildirimi için tıklayın.;spam;etkinlik
2280;Bilet hesabınızı kurtarın.;spam;etkinlik
2281;Yeni albüm yayınlandı.;normal;müzik
2282;Çalma listeniz güncellendi.;normal;müzik
2283;Aboneliğiniz aktif.;normal;müzik
2284;Şarkı indirildi.;normal;müzik
2285;Dinleme geçmişiniz kaydedildi.;normal;müzik
2286;Abonelik yenilendi.;normal;müzik
2287;Dinleme bildirimi gönderildi.;normal;müzik
2288;Yeni sanatçı önerisi sunuldu.;normal;müzik
2289;Çalma listesi oluşturuldu.;normal;müzik
2290;İçerik güncellendi.;normal;müzik
2291;Abonelik detayları eklendi.;normal;müzik
2292;Dinleme süreniz kaydedildi.;normal;müzik
2293;Yeni müzik önerisi hazır.;normal;müzik
2294;Hesap bilgileri güncellendi.;normal;müzik
2295;İçerik erişimi açıldı.;normal;müzik
2296;Abonelik süresi uzatıldı.;normal;müzik
2297;Dinleme geçmişi güncellendi.;normal;müzik
2298;Yeni içerik bildirimi gönderildi.;normal;müzik
2299;Çalma listesi paylaşıldı.;normal;müzik
2300;Abonelik planınız güncellendi.;normal;müzik
2301;Dinleme bildirimi iletildi.;normal;müzik
2302;İçerik kaydı oluşturuldu.;normal;müzik
2303;Yeni albüm eklendi.;normal;müzik
2304;İçerik süreci tamamlandı.;normal;müzik
2305;Abonelik işlemi tamamlandı.;normal;müzik
2306;Dinleme planı güncellendi.;normal;müzik
2307;Yeni müzik eklendi.;normal;müzik
2308;İçerik erişimi aktif.;normal;müzik
2309;Abonelik bildirimi gönderildi.;normal;müzik
2310;Dinleme kaydı oluşturuldu.;normal;müzik
2311;Yeni öneriler hazır.;normal;müzik
2312;Hesap güncellendi.;normal;müzik
2313;İçerik bildirimi alındı.;normal;müzik
2314;Abonelik planı değiştirildi.;normal;müzik
2315;Dinleme süreci tamamlandı.;normal;müzik
2316;Yeni içerik erişime açıldı.;normal;müzik
2317;Müzik hesabınız aktif.;normal;müzik
2318;Ücretsiz müzik aboneliği kazandınız.;spam;müzik
2319;Aboneliğinizi doğrulayın.;spam;müzik
2320;Ücretsiz premium fırsatı.;spam;müzik
2321;İçerik fırsatını kaçırmayın.;spam;müzik
2322;Abonelik hesabınızı doğrulayın.;spam;müzik
2323;Ücretsiz şarkı indirin.;spam;müzik
2324;Abonelik süresi doluyor.;spam;müzik
2325;İçerik fırsatı başladı.;spam;müzik
2326;Aboneliğinizi yenileyin.;spam;müzik
2327;Ücretsiz içerik kazandınız.;spam;müzik
2328;Abonelik iptal edilecek.;spam;müzik
2329;İçerik avantajlarından yararlanın.;spam;müzik
2330;Abonelik fırsatı kaçıyor.;spam;müzik
2331;Ücretsiz müzik fırsatı.;spam;müzik
2332;Aboneliğinizi güncelleyin.;spam;müzik
2333;İçerik hesabınızı kurtarın.;spam;müzik
2334;Abonelik kampanyasına katılın.;spam;müzik
2335;Ücretsiz premium alın.;spam;müzik
2336;İçerik süresi doluyor.;spam;müzik
2337;Abonelik fırsatını kaçırmayın.;spam;müzik
2338;İçerik fırsatı sizi bekliyor.;spam;müzik
2339;Ücretsiz içerik alın.;spam;müzik
2340;Aboneliğinizi kurtarın.;spam;müzik
2341;Başvurunuz başarıyla alındı.;normal;devlet
2342;e-Devlet girişiniz gerçekleşti.;normal;devlet
2343;Hizmet kaydınız oluşturuldu.;normal;devlet
2344;Başvuru durumunuz güncellendi.;normal;devlet
2345;Belgeniz indirilebilir durumda.;normal;devlet
2346;Kimlik doğrulama tamamlandı.;normal;devlet
2347;Talebiniz işleme alındı.;normal;devlet
2348;Hizmet sonucu açıklandı.;normal;devlet
2349;Belge doğrulandı.;normal;devlet
2350;Sisteme giriş yapıldı.;normal;devlet
2351;Hizmet talebiniz alındı.;normal;devlet
2352;Belge eklendi.;normal;devlet
2353;Kayıt işlemi tamamlandı.;normal;devlet
2354;Hizmet bildirimi gönderildi.;normal;devlet
2355;Başvuru süreci tamamlandı.;normal;devlet
2356;Kimlik bilgileri güncellendi.;normal;devlet
2357;Belge talebi oluşturuldu.;normal;devlet
2358;Hizmet erişimi sağlandı.;normal;devlet
2359;Başvuru detayları eklendi.;normal;devlet
2360;Belge kaydı güncellendi.;normal;devlet
2361;Sistem bildirimi iletildi.;normal;devlet
2362;Hizmet süreci başlatıldı.;normal;devlet
2363;Başvuru kontrol edildi.;normal;devlet
2364;Belge doğrulama tamamlandı.;normal;devlet
2365;Sistem güncellemesi yapıldı.;normal;devlet
2366;Hizmet işlemi tamamlandı.;normal;devlet
2367;Belge indirildi.;normal;devlet
2368;Kayıt güncellendi.;normal;devlet
2369;Hizmet detayları eklendi.;normal;devlet
2370;Başvuru kaydı doğrulandı.;normal;devlet
2371;Belge süreci tamamlandı.;normal;devlet
2372;Sistem erişimi aktif.;normal;devlet
2373;Hizmet bildirimi alındı.;normal;devlet
2374;Başvuru işlemine devam ediliyor.;normal;devlet
2375;Belge kontrol edildi.;normal;devlet
2376;Sistem işlemi tamamlandı.;normal;devlet
2377;e-Devlet hesabınızı doğrulayın.;spam;devlet
2378;Resmi işleminizi tamamlayın.;spam;devlet
2379;Kimlik doğrulama için tıklayın.;spam;devlet
2380;Devlet hizmetinize erişmek için tıklayın.;spam;devlet
2381;Başvurunuz iptal edilecek.;spam;devlet
2382;Kimlik bilgilerinizi güncelleyin.;spam;devlet
2383;Resmi bildiriminizi görüntüleyin.;spam;devlet
2384;Hesabınızı kurtarın.;spam;devlet
2385;Hizmet süreniz doluyor.;spam;devlet
2386;Resmi işlem başlatıldı.;spam;devlet
2387;Hesabınızı güncelleyin.;spam;devlet
2388;Kimlik doğrulaması yapın.;spam;devlet
2389;Hizmet erişimi kapanacak.;spam;devlet
2390;Resmi mesajınız var.;spam;devlet
2391;e-Devlet bildirimi için tıklayın.;spam;devlet
2392;Kimlik bilgilerinizi doğrulayın.;spam;devlet
2393;Hizmet hesabınızı doğrulayın.;spam;devlet
2394;Hesabınızı aktif edin.;spam;devlet
2395;Kimlik doğrulama zorunlu.;spam;devlet
2396;Dosyanız başarıyla yüklendi.;normal;depolama
2397;Depolama alanınız güncellendi.;normal;depolama
2398;Dosya paylaşımı yapıldı.;normal;depolama
2399;Bulut hesabınız aktif.;normal;depolama
2400;Dosya indirildi.;normal;depolama
2401;Yedekleme planınız oluşturuldu.;normal;depolama
2402;Depolama alanı genişletildi.;normal;depolama
2403;Dosya erişimi sağlandı.;normal;depolama
2404;Yedekleme süreci başladı.;normal;depolama
2405;Bulut bildirimi gönderildi.;normal;depolama
2406;Dosya kaydı oluşturuldu.;normal;depolama
2407;Depolama durumu güncellendi.;normal;depolama
2408;Dosya paylaşımı tamamlandı.;normal;depolama
2409;Yedekleme doğrulandı.;normal;depolama
2410;Bulut hesabınız güncellendi.;normal;depolama
2411;Dosya listesi eklendi.;normal;depolama
2412;Depolama süresi uzatıldı.;normal;depolama
2413;Yedekleme işlemi kaydedildi.;normal;depolama
2414;Dosya erişimi güncellendi.;normal;depolama
2415;Bulut bildirimi iletildi.;normal;depolama
2416;Depolama planınız değiştirildi.;normal;depolama
2417;Dosya doğrulandı.;normal;depolama
2418;Yedekleme tamamlandı.;normal;depolama
2419;Bulut hesabınız doğrulandı.;normal;depolama
2420;Dosya kaydı güncellendi.;normal;depolama
2421;Depolama alanı kontrol edildi.;normal;depolama
2422;Yedekleme bildirimi gönderildi.;normal;depolama
2423;Dosya paylaşım linki oluşturuldu.;normal;depolama
2424;Bulut işlemi tamamlandı.;normal;depolama
2425;Depolama kaydı oluşturuldu.;normal;depolama
2426;Dosya erişimi aktif.;normal;depolama
2427;Yedekleme süreci tamamlandı.;normal;depolama
2428;Bulut hesabınız açık.;normal;depolama
2429;Dosya yükleme işlemi tamamlandı.;normal;depolama
2430;Depolama bilgisi eklendi.;normal;depolama
2431;Yedekleme planı güncellendi.;normal;depolama
2432;Dosya sistemi kontrol edildi.;normal;depolama
2433;Bulut erişimi sağlandı.;normal;depolama
2434;Depolama süreci tamamlandı.;normal;depolama
2435;Bulut hesabınızı doğrulayın.;spam;depolama
2436;Dosyalarınızı görmek için tıklayın.;spam;depolama
2437;Depolama alanınız doldu.;spam;depolama
2438;Dosyalarınızı kurtarmak için giriş yapın.;spam;depolama
2439;Bulut erişiminiz kapanacak.;spam;depolama
2440;Dosya paylaşımını görüntüleyin.;spam;depolama
2441;Depolama fırsatını kaçırmayın.;spam;depolama
2442;Dosyalarınız silinecek.;spam;depolama
2443;Bulut hesabınızı kurtarın.;spam;depolama
2444;Depolama alanınızı artırın.;spam;depolama
2445;Dosya erişimi için tıklayın.;spam;depolama
2446;Bulut hesabınızı güncelleyin.;spam;depolama
2447;Depolama avantajlarından yararlanın.;spam;depolama
